hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,1047,Semi chemical Woodpulp,104705,Paper Goods,10,2017,NA,96465,Import--US from China
Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,1047,Recovered Paper Pulp,104706,Paper Goods,10,2017,NA,6923239,Import--US from China
Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,1047,Recovered Paper,104707,Paper Goods,10,2017,NA,191363,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Newsprint,104801,Paper Goods,10,2017,NA,56704,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Uncoated Paper,104802,Paper Goods,10,2017,NA,6124620,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Facial Tissue,104803,Paper Goods,10,2017,NA,18009132,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Uncoated Kraft Paper,104804,Paper Goods,10,2017,NA,3564714,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Other Uncoated Paper,104805,Paper Goods,10,2017,NA,3509410,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Vegetable Parchment,104806,Paper Goods,10,2017,NA,5281237,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Composite Paper,104807,Paper Goods,10,2017,NA,807997,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Corrugated Paper,104808,Paper Goods,10,2017,NA,5889899,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Carbon Paper,104809,Paper Goods,10,2017,NA,1033331,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Kaolin Coated Paper,104810,Paper Goods,10,2017,NA,99234484,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Cellulose Fibers Paper,104811,Paper Goods,10,2017,NA,151697571,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Pulp Filter Blocks,104812,Paper Goods,10,2017,NA,812227,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Cigarette Paper,104813,Paper Goods,10,2017,NA,1178386,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Wallpaper,104814,Paper Goods,10,2017,NA,10174735,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Other Carbon Paper,104816,Paper Goods,10,2017,NA,1703424,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Letter Stock,104817,Paper Goods,10,2017,NA,33792811,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Toilet Paper,104818,Paper Goods,10,2017,NA,484180431,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Containers,104819,Paper Goods,10,2017,NA,869843417,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Notebooks,104820,Paper Goods,10,2017,NA,493443238,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Labels,104821,Paper Goods,10,2017,NA,80579459,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Spools,104822,Paper Goods,10,2017,NA,83652,Import--US from China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Shaped Paper,104823,Paper Goods,10,2017,NA,436530773,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Brochures,104901,Paper Goods,10,2017,NA,698451488,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Newspapers,104902,Paper Goods,10,2017,NA,2384930,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Children's Picture Books,104903,Paper Goods,10,2017,NA,220760096,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Sheet Music,104904,Paper Goods,10,2017,NA,99816,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Maps,104905,Paper Goods,10,2017,NA,12358309,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Architectural Plans,104906,Paper Goods,10,2017,NA,170979,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Postage Stamps,104907,Paper Goods,10,2017,NA,1119404,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Decals,104908,Paper Goods,10,2017,NA,14483977,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Postcards,104909,Paper Goods,10,2017,NA,406027165,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Calendars,104910,Paper Goods,10,2017,NA,78996397,Import--US from China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Other Printed Material,104911,Paper Goods,10,2017,NA,526346130,Import--US from China
Silk,1150,Silkworm Cocoons,115001,Textiles,11,2017,NA,5500,Import--US from China
Silk,1150,Raw Silk,115002,Textiles,11,2017,NA,14080,Import--US from China
Silk,1150,Silk Waste,115003,Textiles,11,2017,NA,73166,Import--US from China
Silk,1150,Non-Retail Silk Yarn,115004,Textiles,11,2017,NA,159689,Import--US from China
Silk,1150,Silk Waste Yarn,115005,Textiles,11,2017,NA,491270,Import--US from China
Silk,1150,Retail Silk Yarn,115006,Textiles,11,2017,NA,204357,Import--US from China
Silk,1150,Silk Fabrics,115007,Textiles,11,2017,NA,6876916,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Animal Hair,115102,Textiles,11,2017,NA,13448,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Wool or Animal Hair Waste,115103,Textiles,11,2017,NA,242330,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Garnetted Wool or Animal Hair,115104,Textiles,11,2017,NA,19021,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Prepared Wool or Animal Hair,115105,Textiles,11,2017,NA,3414238,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Non-Retail Carded Wool Yarn,115106,Textiles,11,2017,NA,795942,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Non-Retail Combed Wool Yarn,115107,Textiles,11,2017,NA,4647574,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Non-Retail Animal Hair Yarn,115108,Textiles,11,2017,NA,368842,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Retail Wool or Animal Hair Yarn,115109,Textiles,11,2017,NA,2711190,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Horsehair Yarn,115110,Textiles,11,2017,NA,16074,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Carded Wool or Animal Hair Fabric,115111,Textiles,11,2017,NA,817049,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Combed Wool or Animal Hair Fabric,115112,Textiles,11,2017,NA,4687920,Import--US from China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Horsehair Fabric,115113,Textiles,11,2017,NA,3499,Import--US from China
Cotton,1152,Raw Cotton,115201,Textiles,11,2017,NA,5999,Import--US from China
Cotton,1152,Cotton Waste,115202,Textiles,11,2017,NA,5356,Import--US from China
Cotton,1152,Prepared Cotton,115203,Textiles,11,2017,NA,101311,Import--US from China
Cotton,1152,Cotton Sewing Thread,115204,Textiles,11,2017,NA,1063247,Import--US from China
Cotton,1152,Non-Retail Pure Cotton Yarn,115205,Textiles,11,2017,NA,1303794,Import--US from China
Cotton,1152,Non-Retail Mixed Cotton Yarn,115206,Textiles,11,2017,NA,1056440,Import--US from China
Cotton,1152,Retail Cotton Yarn,115207,Textiles,11,2017,NA,3163630,Import--US from China
Cotton,1152,Light Pure Woven Cotton,115208,Textiles,11,2017,NA,132619930,Import--US from China
Cotton,1152,Heavy Pure Woven Cotton,115209,Textiles,11,2017,NA,18171185,Import--US from China
Cotton,1152,Light Mixed Woven Cotton,115210,Textiles,11,2017,NA,34351823,Import--US from China
Cotton,1152,Heavy Mixed Woven Cotton,115211,Textiles,11,2017,NA,15950435,Import--US from China
Cotton,1152,Other Cotton Fabrics,115212,Textiles,11,2017,NA,1760052,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Flax Fibers,115301,Textiles,11,2017,NA,374764,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Hemp Fibers,115302,Textiles,11,2017,NA,3065,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Jute and Other Textile Fibers,115303,Textiles,11,2017,NA,127057,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Coconut and Other Vegetable Fibers,115305,Textiles,11,2017,NA,1019856,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Flax Yarn,115306,Textiles,11,2017,NA,83948,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Jute Yarn,115307,Textiles,11,2017,NA,520876,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Other Vegetable Fibers Yarn,115308,Textiles,11,2017,NA,1773676,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Flax Woven Fabric,115309,Textiles,11,2017,NA,20795151,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Jute Woven Fabric,115310,Textiles,11,2017,NA,5516746,Import--US from China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Other Vegetable Fibers Fabric,115311,Textiles,11,2017,NA,1838187,Import--US from China
Man-made filaments,1154,Artificial Filament Sewing Thread,115401,Textiles,11,2017,NA,4045644,Import--US from China
Man-made filaments,1154,Non-Retail Synthetic Filament Yarn,115402,Textiles,11,2017,NA,247385824,Import--US from China
Man-made filaments,1154,Non-Retail Artificial Filament Yarn,115403,Textiles,11,2017,NA,928327,Import--US from China
Man-made filaments,1154,Synthetic Monofilament,115404,Textiles,11,2017,NA,12773648,Import--US from China
Man-made filaments,1154,Artificial Monofilament,115405,Textiles,11,2017,NA,50566,Import--US from China
Man-made filaments,1154,Retail Artificial Filament Yarn,115406,Textiles,11,2017,NA,4311883,Import--US from China
Man-made filaments,1154,Synthetic Filament Yarn Woven Fabric,115407,Textiles,11,2017,NA,195865334,Import--US from China
Man-made filaments,1154,Artificial Filament Yarn Woven Fabric,115408,Textiles,11,2017,NA,4140808,Import--US from China
Man-made staple fibres,1155,Synthetic Filament Tow,115501,Textiles,11,2017,NA,2275652,Import--US from China
Man-made staple fibres,1155,Artificial Filament Tow,115502,Textiles,11,2017,NA,164843,Import--US from China
Man-made staple fibres,1155,Unprocessed Synthetic Staple Fibers,115503,Textiles,11,2017,NA,156939353,Import--US from China
Man-made staple fibres,1155,Unprocessed Artificial Staple Fibers,115504,Textiles,11,2017,NA,63006518,Import--US from China
Man-made staple fibres,1155,Artificial Fibers Waste,115505,Textiles,11,2017,NA,29684,Import--US from China
Man-made staple fibres,1155,Processed Synthetic Staple Fibers,115506,Textiles,11,2017,NA,162799,Import--US from China
Man-made staple fibres,1155,Processed Artificial Staple Fibers,115507,Textiles,11,2017,NA,291038,Import--US from China
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Sewing Thread,115508,Textiles,11,2017,NA,5796289,Import--US from China
Man-made staple fibres,1155,Non-Retail Synthetic Staple Fibers Yarn,115509,Textiles,11,2017,NA,12791297,Import--US from China
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Yarn,115510,Textiles,11,2017,NA,10553059,Import--US from China
Man-made staple fibres,1155,Retail Artificial Staple Fibers Yarn,115511,Textiles,11,2017,NA,17086084,Import--US from China
